lei,lender_name,source_year,source,status
254900DRRUT25BYSOL40,Bank Northwest,2023,Official HMDA Data Browser filers API,matched
254900DRSIZBQXDCJ875,"Easy Street Capital, LLC",2025,Official HMDA Data Browser filers API,matched
254900DS8F7DYEEO5B60,Moog Employees Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900DSZI6CJXJL6Z14,"RPE Home, Inc",2025,Official HMDA Data Browser filers API,matched
254900DTLB5WWMBJAD86,Bank Five Nine,2025,Official HMDA Data Browser filers API,matched
254900DTLHVWQ7NP7R34,"THE LOAN STORE, INC.",2025,Official HMDA Data Browser filers API,matched
254900E211LMPD5PAM20,BLUE SKY BANK,2025,Official HMDA Data Browser filers API,matched
254900E3R2YX26OH3128,HealthCare Associates Credit Union,2025,Official HMDA Data Browser filers API,matched
254900E5EHQD56Y9WV93,TransPecos Banks,2025,Official HMDA Data Browser filers API,matched
254900E6AIE4Z8YQM970,Citadel Servicing Corporation,2025,Official HMDA Data Browser filers API,matched
254900E8AB6YT3KRD187,"FIRST NATIONAL BANCORP, INC.",2025,Official HMDA Data Browser filers API,matched
254900E9OABDJHASZ507,The Cottonport Bank,2024,Official HMDA Data Browser filers API,matched
254900E9QYJ6OX8QXL76,SouthPoint Bank,2025,Official HMDA Data Browser filers API,matched
254900EDYO1UYWLWP146,"CNB Bank, Inc.",2025,Official HMDA Data Browser filers API,matched
254900EEAW181JIGNK52,"Beacon Credit Union, Incorporated",2025,Official HMDA Data Browser filers API,matched
254900EHOJ91PS23E696,Yolo Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900EKE4KU163TA318,American Broadcast Employees Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900EL4XB15QW2WI69,First National Bank of Griffin,2024,Official HMDA Data Browser filers API,matched
254900EL5N0NK8M96118,DADE COUNTY FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
254900EQ47K76CF2A976,CORNHUSKER BANK,2025,Official HMDA Data Browser filers API,matched
254900EQ7TPQ6NBKRF55,4U Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900EQCMVB0XTB5Y50,First State Bank,2024,Official HMDA Data Browser filers API,matched
254900ERAT50PIMMZH17,First Alliance Credit Union,2025,Official HMDA Data Browser filers API,matched
254900ERGGNLW2R5J379,"Heritage Mortgage, LLC",2025,Official HMDA Data Browser filers API,matched
254900EWUWDU43PY5R60,First Texas Bank,2024,Official HMDA Data Browser filers API,matched
254900EY91VUW4KYE555,ValueBank Texas,2025,Official HMDA Data Browser filers API,matched
254900EZO02JGHXM3V19,SAN DIEGO FUNDING,2025,Official HMDA Data Browser filers API,matched
254900EZRN0CBEP77K34,State Department Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900F213LCBO4VGA06,The Lowell Five Cent Savings Bank,2025,Official HMDA Data Browser filers API,matched
254900F3ZV3WV1ADSM47,MJW FINANCIAL LLC,2025,Official HMDA Data Browser filers API,matched
254900F4CV5EF7UPS652,SunWest Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900F8XCJE1G9OYR92,TTCU Federal Credit Union,2023,Official HMDA Data Browser filers API,matched
254900F9ZTVTX763V835,"Advisors Mortgage Group, L.L.C.",2025,Official HMDA Data Browser filers API,matched
254900FB4VEI37KZPQ74,Miami Postal Service Credit Union,2024,Official HMDA Data Browser filers API,matched
254900FBWEZ3YUPOBN33,"LIMA ONE CAPITAL, LLC",2025,Official HMDA Data Browser filers API,matched
254900FBWHJU34E26I78,ACCUNET MORTGAGE LLC,2025,Official HMDA Data Browser filers API,matched
254900FDN5GT0HEKMT95,WESTERN DIVISION FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
254900FERTTAUD38US42,BANK OF HOUSTON,2023,Official HMDA Data Browser filers API,matched
254900FFZUXK3B729T97,Deseret First Credit Union,2025,Official HMDA Data Browser filers API,matched
254900FG1PR8UNV77C36,CCB Community Bank,2025,Official HMDA Data Browser filers API,matched
254900FGJF0W42LS9S31,Alliance Bank,2023,Official HMDA Data Browser filers API,matched
254900FI363837PZX856,"Midwest Heritage Bank, FSB",2025,Official HMDA Data Browser filers API,matched
254900FJRICL380R4T46,Leaders Credit Union,2025,Official HMDA Data Browser filers API,matched
254900FL0I8OUMMBOZ11,Bench Equity L.L.C.,2023,Official HMDA Data Browser filers API,matched
254900FMBXF85WQYV433,Amalgamated Bank,2025,Official HMDA Data Browser filers API,matched
254900FN90BBXGBCPB30,The First National Bank of Hartford,2025,Official HMDA Data Browser filers API,matched
254900FP6SX9QWAB1J85,First Texoma National Bank,2025,Official HMDA Data Browser filers API,matched
254900FSIRD1E5MR0U30,RMS & ASSOCIATES,2024,Official HMDA Data Browser filers API,matched
254900FT9OP3VNCXMZ53,CROSSROADS COMMUNITY FEDERAL CREDIT UNION,2023,Official HMDA Data Browser filers API,matched
254900FTCNECUOWATD22,First FSB of Mascoutah,2025,Official HMDA Data Browser filers API,matched
254900FYIFXD18THEZ65,"Litton Mortgage, Inc.",2023,Official HMDA Data Browser filers API,matched
254900FYMABY3EPG2K50,Bank of Milton,2025,Official HMDA Data Browser filers API,matched
254900G7NNSN8LRSPM89,First Resource Bank,2025,Official HMDA Data Browser filers API,matched
254900G9TLX0Q50U7H04,PremierBank,2025,Official HMDA Data Browser filers API,matched
254900GACVFC2JIZYT69,First National Bank of Coffee County,2025,Official HMDA Data Browser filers API,matched
254900GBKSHEUZ4PGG08,Powell Valley National Bank,2023,Official HMDA Data Browser filers API,matched
254900GG6WW4AAUFXJ50,Marathon Bank,2025,Official HMDA Data Browser filers API,matched
254900GHFQ9KF6G4PN32,First Central Credit Union,2025,Official HMDA Data Browser filers API,matched
254900GKRYTQSJG61D90,Texas Regional Bank,2025,Official HMDA Data Browser filers API,matched
254900GNK8YXIZQ6LW40,Sabine State Bank and Trust Company,2025,Official HMDA Data Browser filers API,matched
254900GP2576VSW7TS47,Adventure Credit Union,2025,Official HMDA Data Browser filers API,matched
254900GRDRKSA8ZPAJ55,Traditions Bank,2024,Official HMDA Data Browser filers API,matched
254900GS7VFHDE55TH92,The Yoakum National Bank,2025,Official HMDA Data Browser filers API,matched
254900GVA8WBFNUQTV33,,,Official HMDA Data Browser filers API,unmatched
254900GXB4AVD3FPHO33,Investor Mortgage Finance LLC,2025,Official HMDA Data Browser filers API,matched
254900GYV99GSRS94462,Liberty Bank,2023,Official HMDA Data Browser filers API,matched
254900GZAWIVGN884M22,Planters First Bank,2025,Official HMDA Data Browser filers API,matched
254900H07R1I9HDMFT89,Today's Bank,2024,Official HMDA Data Browser filers API,matched
254900H565SUNWJ0IV44,,,Official HMDA Data Browser filers API,unmatched
254900H6Q0VRU6MPSX83,AMERICA'S CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
254900HA4DQWAE0W3342,"AMERIHOME MORTGAGE COMPANY, LLC",2025,Official HMDA Data Browser filers API,matched
254900HEJ9F73IMPX887,"Tomo Mortgage, LLC",2025,Official HMDA Data Browser filers API,matched
254900HEPQK96AEXHS12,Frontier Bank,2025,Official HMDA Data Browser filers API,matched
254900HHWJCW5OPA1I45,Commerceone Bank,2023,Official HMDA Data Browser filers API,matched
254900HI61SSH8KEBQ58,Range Bank,2024,Official HMDA Data Browser filers API,matched
254900HIDMT4ZG09RP47,CREDENCE FUNDING CORPORATION,2025,Official HMDA Data Browser filers API,matched
254900HJA1Y85EJCGB90,Charter Oak Federal Credit Union,2023,Official HMDA Data Browser filers API,matched
254900HL2VMAYA3J5494,,,Official HMDA Data Browser filers API,unmatched
254900HO9WPE4LTLQU96,Valley West Corporation,2025,Official HMDA Data Browser filers API,matched
254900HQBR2XD7IAKH63,"Towpath Credit Union, Inc.",2025,Official HMDA Data Browser filers API,matched
254900HQK1GFTN5BRG15,Chicago Mortgage Solutions LLC,2023,Official HMDA Data Browser filers API,matched
254900HXPUN0BQEZ4350,Alternatives Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900I445780YG38U05,"North Coast Financial, Inc.",2025,Official HMDA Data Browser filers API,matched
254900I67KZHMHRJRD62,Timberline Bank,2023,Official HMDA Data Browser filers API,matched
254900I68BOSEM149Q58,"ENCOMPASS LENDING GROUP, LP",2025,Official HMDA Data Browser filers API,matched
254900IEGKUDRDS23V26,"AAA CAPITAL INVESTMENT, INC.",2025,Official HMDA Data Browser filers API,matched
254900IHGFQJY2WUC891,FIRST OPTION BANK,2025,Official HMDA Data Browser filers API,matched
254900IHP9HX92C8DX39,Frontier Bank of Texas,2025,Official HMDA Data Browser filers API,matched
254900IJMAVCJR5W8K61,V.I.P. Trust Deed Company,2023,Official HMDA Data Browser filers API,matched
254900IL7D0ACZ6YVF12,Home Federal Savings and Loan Association of Grand Island,2024,Official HMDA Data Browser filers API,matched
254900INHDNXVATC1I76,Lone Star Bank,2023,Official HMDA Data Browser filers API,matched
254900IQQH2FDQ54AX07,SPACE CITY CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
254900IRE136HFEI2562,,,Official HMDA Data Browser filers API,unmatched
254900IU2EZH8TXNXE23,"StanCorp Mortgage Investors, LLC",2025,Official HMDA Data Browser filers API,matched
254900IUXHAK73AEH918,Bank of Frankewing,2025,Official HMDA Data Browser filers API,matched
254900IVR37DW5QD1I94,South Coast Bank & Trust,2025,Official HMDA Data Browser filers API,matched
254900J2RKTTDJSUWD76,,,Official HMDA Data Browser filers API,unmatched
254900J2U7OF6AWF3P54,Security Bank & Trust Company,2025,Official HMDA Data Browser filers API,matched
254900J5OSYRB4AN2309,CorePlus Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900J67JRUY8SSE075,Tradition Capital Bank,2025,Official HMDA Data Browser filers API,matched
254900J71IJLMJZJV608,Bank of Zachary,2024,Official HMDA Data Browser filers API,matched
254900J9CE43FKIA7D19,,,Official HMDA Data Browser filers API,unmatched
254900J9O6LD52M7KM82,Cooperative Choice Network Credit Union,2024,Official HMDA Data Browser filers API,matched
254900JG0TE6ZVYQ7857,DENVER SAVINGS BANK,2024,Official HMDA Data Browser filers API,matched
254900JH11ROOV921P96,ML Mortgage Corp.,2025,Official HMDA Data Browser filers API,matched
254900JH47ETFGVNKS92,CALL FEDERAL CREDIT UNION,2024,Official HMDA Data Browser filers API,matched
254900JH5HOQQ4CDPC30,The First National Bank of McConnelsville,2025,Official HMDA Data Browser filers API,matched
254900JK3YLXUJEHMB45,Neighborhood Mortgage Solutions,2025,Official HMDA Data Browser filers API,matched
254900JOP4NNUK6I6R61,"COLINA MORTGAGE GROUP, LLC",2025,Official HMDA Data Browser filers API,matched
254900JP0RZQA3KX5N51,"Investmark Mortgage, LLC",2025,Official HMDA Data Browser filers API,matched
254900JPFVLN18XNDG98,"Day Air Credit Union, Inc.",2025,Official HMDA Data Browser filers API,matched
254900JRAD3MMK4R6V08,Heritage Bank of Schaumburg,2023,Official HMDA Data Browser filers API,matched
254900JRJMMWO6A10H16,First Port City Bank,2025,Official HMDA Data Browser filers API,matched
254900JS5SVEQWC9SC57,New Century Federal Credit Union,2023,Official HMDA Data Browser filers API,matched
254900JTDI619PKQ5A82,Bank of Prairie Village,2025,Official HMDA Data Browser filers API,matched
254900JWLQKPGK4C0B30,WORTHINGTON NATIONAL BANK,2025,Official HMDA Data Browser filers API,matched
254900JXCS783CPF1D02,"RCN Capital, LLC",2025,Official HMDA Data Browser filers API,matched
254900JZN2V0PWFMW808,AHL FUNDING,2025,Official HMDA Data Browser filers API,matched
254900K39SBWA2QOUF69,,,Official HMDA Data Browser filers API,unmatched
254900KD58MIT0K3NP70,Los Angeles Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900KE1KGYIP021V52,Greenville National Bank,2025,Official HMDA Data Browser filers API,matched
254900KE9OJJUH139Q12,Byron Bank,2025,Official HMDA Data Browser filers API,matched
254900KI0CM65KPBM547,International Bank of Chicago,2025,Official HMDA Data Browser filers API,matched
254900KI7219LQKCI772,First Western Trust Bank,2025,Official HMDA Data Browser filers API,matched
254900KKWIJLOTNP7667,M&T REALTY CAPITAL CORPORATION,2025,Official HMDA Data Browser filers API,matched
254900KN1X8B3CQDSO97,SUNSTATE BANK,2024,Official HMDA Data Browser filers API,matched
254900KOW652UXXY2V12,FIRST SECURITY BANK AND TRUST COMPANY,2024,Official HMDA Data Browser filers API,matched
254900KPCI98XVKU8U39,Acadia Federal Credit Union,2023,Official HMDA Data Browser filers API,matched
254900KRDEAJ7MYWD034,BLOOMSDALE BANK,2025,Official HMDA Data Browser filers API,matched
254900KSUTZO899YU680,HomeTown Bank,2024,Official HMDA Data Browser filers API,matched
254900KX4PZDHAK8I871,First Federal Savings Bank of Champaign Urbana,2025,Official HMDA Data Browser filers API,matched
254900KXYZ881E3D5449,"First Suncoast Trust BancShares, Inc.",2025,Official HMDA Data Browser filers API,matched
254900L0MIAM922ZEC34,Mid Penn Bank,2025,Official HMDA Data Browser filers API,matched
254900L3N47KFV5KSJ32,Financial Trust,2025,Official HMDA Data Browser filers API,matched
254900L3UJN7196A5W71,Central National Bank,2025,Official HMDA Data Browser filers API,matched
254900L5MERNYAI3AH26,,,Official HMDA Data Browser filers API,unmatched
254900L67A0ZTJRS6614,First Bank,2025,Official HMDA Data Browser filers API,matched
254900L9ZR7FYE68H705,Citizens Community Bank,2025,Official HMDA Data Browser filers API,matched
254900LBMDUHY340Y645,Citizens State Bank,2025,Official HMDA Data Browser filers API,matched
254900LD3DEBFTITLD76,Farmers National Bank,2025,Official HMDA Data Browser filers API,matched
254900LDLCTUL5TXVH85,First Capital Bank,2025,Official HMDA Data Browser filers API,matched
254900LDNBFL67R4FW27,The Farmers & Merchants State Bank,2025,Official HMDA Data Browser filers API,matched
254900LEJ4HP6RMWD374,Abound Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900LGGK2DOWIZA524,"KEYSTONE BANK, SSB",2023,Official HMDA Data Browser filers API,matched
254900LGRONOY5BBXN36,"Premier Lending Alliance, LLC",2024,Official HMDA Data Browser filers API,matched
254900LIEBWBUKVDWP33,Du Trac Community Credit Union,2025,Official HMDA Data Browser filers API,matched
254900LKAJBFGO0IIP75,REPUBLIC STATE MORTGAGE CO.,2025,Official HMDA Data Browser filers API,matched
254900LNRKOG7TRURB32,Ukrainian Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900LP2WHZQ61VBS60,National Police Federal Credit Union effective,2025,Official HMDA Data Browser filers API,matched
254900LQPR8CYPBIJ478,First Texas Bank,2025,Official HMDA Data Browser filers API,matched
254900LTD432L5CHIZ48,Home Mortgage Alliance Corporation (HMAC),2025,Official HMDA Data Browser filers API,matched
254900LTYFDA8IOP9O78,Cornerstone Community Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900LW4R4AM7URY378,Great Oaks Bank,2025,Official HMDA Data Browser filers API,matched
254900LXHR6OP0TSZ915,Circle Federal Credit Union,2024,Official HMDA Data Browser filers API,matched
254900M1AHTCIYKM7V90,The City National Bank of Sulphur Springs,2025,Official HMDA Data Browser filers API,matched
254900M2C4Q6DATP2889,,,Official HMDA Data Browser filers API,unmatched
254900M3DBBSBUPR5L27,R.I.A. Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900MC07ETGW6C0M17,SIERRA LENDING CORPORATION,2024,Official HMDA Data Browser filers API,matched
254900MC3K81XOEBSM60,Pittsburgh Firefighter's Federal Credit Union,2023,Official HMDA Data Browser filers API,matched
254900MCB5QTUWUWQ396,Public Service Credit Union,2025,Official HMDA Data Browser filers API,matched
254900MHEKUVX1BTCD10,Community State Bank,2025,Official HMDA Data Browser filers API,matched
254900MHHOS58M9D0445,Operating Engineers Local Union #3,2025,Official HMDA Data Browser filers API,matched
254900MIHY4N3F840P17,Ouachita Valley Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900MKY47WU65N1J56,Timberland Bank,2025,Official HMDA Data Browser filers API,matched
254900MMTF4DOQ9XV924,Marion Bank & Trust Company,2025,Official HMDA Data Browser filers API,matched
254900MNIT450KPDA114,ADVANTIS CREDIT UNION,2023,Official HMDA Data Browser filers API,matched
254900MQ4O1DX3N88207,"Community Trust Bank, Inc.",2025,Official HMDA Data Browser filers API,matched
254900MRLM780BDGSW97,IOWA TRUST & SAVINGS BANK,2024,Official HMDA Data Browser filers API,matched
254900MRPE13A5ZB4T75,Cayuga Lake National Bank,2025,Official HMDA Data Browser filers API,matched
254900MSHJQMAF6B3Q76,Platinum Bank,2025,Official HMDA Data Browser filers API,matched
254900MWCJLSHMSYCL19,TEG Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
254900MY80V94K63ZY41,PromiseOne Bank,2025,Official HMDA Data Browser filers API,matched
254900N133DZGPB2X985,Freedom Northwest Credit Union,2025,Official HMDA Data Browser filers API,matched
254900N1AXKYPB987I06,Citizens Deposit Bank of Arlington Inc,2025,Official HMDA Data Browser filers API,matched
254900N33AYNKI4VCV72,Gulf Winds Credit Union,2025,Official HMDA Data Browser filers API,matched
254900N49YI2HHKDPS92,iQ Credit Union,2024,Official HMDA Data Browser filers API,matched
254900N4XMPM37K77D58,First State Bank and Trust,2025,Official HMDA Data Browser filers API,matched
254900N50SQP3XJCQT74,"Shamrock Bank, N.A.",2025,Official HMDA Data Browser filers API,matched
254900N51OM1EJ4TQZ22,"1ST STATE FINANCIAL, LTD.",2024,Official HMDA Data Browser filers API,matched
254900N67KAPUJSOLE12,OREGON PACIFIC BANKING CO.,2024,Official HMDA Data Browser filers API,matched
254900N6XFQR6TP1WG82,Sunset Science Park Federal Credit Union,2024,Official HMDA Data Browser filers API,matched
